,text,label
23,внешний управление вводиться с март на весь украинский предприятие на территория самопровозгласить донецкий и луганский народный республика если этот предприятие не быть зарегистрировать в днр и лнр такой решение быть принять глава республика в ответ на транспортный блокада донбасс в конец январь группа бывший участник военный операция в донбасс в число который депутат верховный рад украина заблокировать на ряд участок грузовой железнодорожный сообщение с неподконтрольный киев территория донбасс они заявить что по они мнение любой торговля с самопровозгласить республика являться незаконный блокада привести к перебой с поставка уголь антрацитовый группа который добываться на неподконтрольный киев территория донбасс в связь с это власть украина быть вынудить ввести чрезвычайный мера в энергетика с цель экономия ресурс а ряд промышленный предприятие остановить производство в понедельник глава лнр и днр заявить что самопровозгласить республика перестать поставлять уголь киев при продолжение железнодорожный блокада кроме тот пообещать что если до март блокада не снять то быть ввести внешний управление на весь предприятие украинский юрисдикция работать в днр и лнр ультиматум самопровозгласить республика изз транспортный блокада остановить производство ряд крупный предприятие донбасс по оба линия соприкосновение среди они енакиевский металлургический завод на территория днр и краснодонуголь в лнр который входить в группа метинвест принадлежащий украинский бизнесмен ринат ахметов остановить работа енакиевский металлургический завод некоторый другой предприятие они надо запускать и если они не перерегистрироваться до среда то весь они переходить под наш контроль полностью это касаться и стадион и гостиница заявить глава днр александр захарченко на прессконференция на экстренный заседание в понедельник парламентарий днр и лнр принять соответствующий изменение в законодательство они позволять вводить внешний управление на предприятие украинский юрисдикция который не зарегистрироваться на территория республика до март также в днр и лнр заявить о создание специальный штаб по контроль над перевод предприятие украинский юрисдикция под внешний управление в лнр подчеркнуть что за сотрудник этот предприятие быть сохранить они должность создать штаб намеренный не удерживать предприятие на плав а способствовать они дальнейший развитие и переориентация в сторона россия заявить председатель народный совет лнр владимир дегтяренко реакция официальный киев и организатор блокада организатор торговый блокада сразу заявить что прекращать акция не намерить наоборот в план расширить география блокада штаб блокада призывать патриот украина прибыть на помощь гарнизон редут и планировать немедленно расширить география блокада перекрыть последний трасса где ещё существовать ручей торговля на кровь заявить в штаб активист торговый блокада в киев ультиматум глава самопровозгласить республика назвать попытка заморозить конфликт в донбасс и заявить что уголь который производиться на неподконтрольный киев территория являться украинский и не должный быть предмет шантаж они сегодня использовать сценарий заморозить конфликт и повторение в донбасс сценарий приднестровье и кто от это быть страдать украина и украинец заявить премьер украина владимир гройсман в министерство по дело временно оккупировать территория предупредить что руководитель украинский предприятие согласиться на национализация власть днр и лнр понести уголовный ответственность за финансирование терроризм скорее всего к сожаление если этот угроза реализоваться о национализация ред то они будущее это полный уничтожение вовторое я хотеть обратиться к руководитель этот предприятие чтоб они не забыть что в случай согласование и совершение такой действие персонально руководитель этот предприятие быть подлежать привлечение к уголовный ответственность сказать заместитель министр украина по дело временно оккупировать территория георгий тук в свой очередь некоторый руководитель предприятие расположить на подконтрольный днр и лнр территория заявить что быть работать только в рамка украинский законодательство компания работать работать и быть продолжать работа исключительно в рамка украинский законодательство это наш принцип который использоваться весь этот год и я думать быть использоваться заявить гендиректор крупный на украина частный энергокомпания дтэк максим тимченко перспектива и последствие национализация предприятие национализация предприятие украинский юрисдикция только усугубить конфликт в донбасс и быть иметь серьёзный последствие для сам завод и они работник заявить представитель украинский оппозиция в свой заявление они отметить что национализация не решить проблема предприятие они остаться без легальный контракт а они сотрудник без работа и средство к существование по мнение лидер оппозиционный блок юрий бойко сложиться ситуация это последствие затягивание выполнение минский соглашение а торговый блокада донбасс и национализация ещё большой оттолкнуть этот территория от украина никакой конкретный действие по прекращение блокада не быть осуществить блокада не способствовать возвращение человек и территория а наоборот создавать условие для они отделение мы быть категорически против блокада и ждать от власть решительный действие национализация предприятие это отталкивание часть страна и мы также против это отметить бойко в свой очередь представитель киев в политический подгруппа по украина ольга айвазовский заявить что введение власть днр и лнр внешний управление на предприятие украинский юрисдикция отразиться на переговорный процесс по урегулирование конфликт в донбасс если произойти национализация украинский предприятие на оккупировать территория то это негативно повлиять на минский переговоры украина потерять юридический контроль над предприятие также ситуация повлиять на сотрудник предприятие любой национализация это сигнал о потенциальный замораживание конфликт считать айвазовский представитель донбасс объяснять что решение о введение внешний управление на украинский предприятие вынужденный первоочередной задача возобновить они работа и сохранить рабочий место на это по мнение глава днр александр захарченко понадобиться около два месяц за короткий срок прийтись перестроить промышленность поменять рынок сбыт основный задача обеспечить бесперебойный работа предприятие зарплата и работа трудящийся этот предприятие сказать захарченко в минпромторг днр подчеркнуть что сомнение в тот что удаться переориентировать предприятие с украинский рынок на рынок российский федерация и другой страна нет к тот же перевод весь предприятие нерезидент под республиканский юрисдикция только расширить круг внешнеторговый связь днр несмотря на трудность с политический признание республика наш предприятие довольно успешно сотрудничать с страна ближний и дальний зарубежье по суть наш производитель начать процесс уход от украинский рынок сбыт в польза другой страна уже более два год назад определённый опыт в это и у государство и бизнескруг есть отметить ио министр промышленность и торговля днр алексей грановский он добавить что сейчас республика экспортировать более группа товар среди который продукция производство лёгкий пищевой химический фармацевтический промышленность металлургия власть украина в апрель год начать военный операция против самопровозгласить лнр и днр который заявить о независимость после госпереворот на украина в февраль год по последний данные оон жертва конфликт стать более тысяча человек вопрос урегулирование ситуация в донбасс обсуждаться в тот число в ход встреча в минск контактный группа который с сентябрь год принять уже три документ регламентировать шаг по деэскалация конфликт однако и после соглашение о перемирие между сторона конфликт продолжаться перестрелка,0
24,украинский угледобывающий предприятие который находиться на ныне оккупировать территория днр ежесуточно добывать почти тысяча тонна уголь о это на свой страница в написать народный депутат координатор группа информационный сопротивление дмитрий тымчук ап шахта имафзасядько добывать коксоваться уголь марка к ежесуточный добыча тонна шахта щегловскаяглубокий пао шахтоуправление донбасс добывать коксоваться уголь марка к ежесуточный добыча тонна шахта коммунарский пао шахтоуправление донбасс добывать энергетический уголь марка том ежесуточный добыча тонна дтэк шахта комсомолец донбасс добывать энергетический уголь марка том ежесуточный добыча тонна сообщить он уточнить что весь этот шахта зарегистрировать на подконтрольный украина территория по слово тымчук в связь с вступление в сила закон днр о перерегистрация предприятийнерезидент днр в налоговый структура днр руководство шахта комсомолец донбасс в город крестовка решить приостановить деятельность предприятие на неопределённый срок работник предприятие быть отправить в неоплачиваемый отпуск остаться только рабочий который быть обеспечивать жизнедеятельность шахта откачка вода вентиляция и др добавить он отдельно также нардеп рассказать что главарь боевик днр александр захарченко приказать пройти перерегистрация весь автомобиль этот предприятие на который быть ввести внешний управление изз блокада ордло руководство компания принять решение произвести оплата за перерегистрация однако регистрационный номер оставить украинский причина это являться необходимость часть машина выезжать на территория подконтрольный украина отметить тымчук отметить что боевик провести показательный арест пять автомобиль кп вод донбасс для принуждение руководство ускорить перерегистрация по закон днр напомнить компания ахметов останавливать работа изз блокада как стать известно также нехватка сырьё наблюдаться на старобешевский тэс и на два коксохимический завод железнодорожный блокада на донбасс продолжаться почти месяц поезд с уголь из контролировать боевик территория не пропускать добробат который считать недопустимый торговля с оккупант они требование не только остановить торговля но и официально закрепить за территория который контролировать агрессор статус оккупировать главарь боевик днр и лнр выдвинуть ультиматум с требование прекратить блокада и прогрозить захватить весь подконтрольный украина предприятие на территория ордло март террорист заявить о фактически полный отжим украинский предприятие ранее сбу перехватить разговор главарь боевик днр александр захарченко о отжим курченко захватить террорист предприятие главный террорист донецк признать что список предприятие передать в москва накануне март боевик на донбасс заявить что национализация украинский предприятие являться бессрочный,2
25,но вот что кабмина до сей пора не сделать так это не предложить никакой план на тот случай если блокада не просто продолжиться но и действительно быть разрастаться хотя речь идти о многомиллиардный потеря и большой вопрос есть ли у страна ресурс чтобы компенсировать этот убыток дробный в наш справка уже ввести режим чрезвычайный положение в энергетика и грозить тёмный перспектива блэкаут это последствие блокада на донбасс антрацит на который работать половина украинский тэц хватить до конец месяц блокада на донбасс мочь стоить украина два миллиард доллар именно на столько сократиться платёжный баланс страна подсчитать в нацбанк а остановка металлургия это нокдаун для отечественный экономика ведь вместе с железнодорожный сообщение блокада парализовать производственный цепочка в промышленность некоторый завод уже погасить печь другой на грань по подсчёт правительство тысяча человек потерять работа премьер даже назвать цена блокада для украинский экономика это три с половина миллиард доллар такой быть убыток горнометаллургический комплекс по слово владимир гройсмана блокада играть на рука кремль мол теперь украина быть вынудить покупать уголь в россия тем время на неподконтрольный территория в ответ на блокада с март начать так называть национализация предприятие а попросту говорить отжим боевик вводить временной администрация на весь предприятие на оккупировать они территория под они контроль уже самый крупный украинский шахта имя засядько весь завод и шахта который находиться на неподконтрольный территория работать в украинск правовой пол и платить налог украина между тем боевик так разойтись что начать прибирать к рука не только шахта и завод но и донбассарен спортивный база футбольный клуб шахтёр и торговый центр ну а организатор блокада сдавать позиция не намерить и называть очевидный плюс происходить дескать блокада оголить старое проблема выявить контрабандный поток и отсутствие государственный контроль на линия разграничение,2
26,как сообщаться ранее в днр и лнр решить национализировать украинский предприятие который продолжать работа на неподконтрольный территория львиный доля этот компания принадлежать группа скм в скм обнародовать заявление в который подчеркнуть что не быть перерегистрировать свой предприятие мы поставлять в дом миллион украинец тепло электричество и газ скм один из немногий связующий звено между контролировать и неконтролируемый территория украина даже несмотря на сложный политический ситуация в страна и военный действие весь актив группа скм в полный объём отчислять налог и сбор в украинский бюджет всего с начало конфликт на донбасс группа скм выплатить в государственный бюджет более миллиард грн налог из который обеспечить отчисление предприятие работать на нкт говориться в сообщение в скм подчеркнуть что продолжить работать в рамка украинский законодательство группа скм всегда работать и продолжать работать исключительно в рамка украинский законодательство в тот число наш предприятие на нкт и никакой давление не заставить мы изменить юрисдикция свой актив мы считать частный собственность суверенный а требование о перерегистрация свой предприятие и оплата налог самопровозгласить днр и лнр неприемлемый,0
27,президент украина пётр порошенко выразить мнение что национализация украинский предприятие в днр и лнр и введение они в рублёвый зона говорить о вмешательство российский сторона о это передавать на встреча с министр иностранный дело великобритания и польша борис джонс и витольд ващиковмский президент украина сообщить о влияние москва на ситуация в донбасс по слово порошенко влияние россия характеризоваться применение тяжёлый вооружение увеличение количество обстрел и жертва среди мирный гражданин он также сообщить что конфискация предприятие под украинский юрисдикция действующий на территория самопровозгласить донецкий и луганский республика осуществить россия порошенко подчеркнуть что весь этот фактор а также поставка газа и электроэнергия из россия свидетельствовать о участие москва в обострение конфликт в донбасс,2
28,в кремль считать что национализация украинский предприятие так называть самопровозгласить донецкойлуганский народный республика днрлнр в какойтый степень можно понять так как в условие блокада житель область надо выживать передавать рбк я недумать чтослово отжим здесь применимый инедумать чтобылобый корректно называть это отжим мы являться свидетель тот чтоотторгнуть свой государство область попадать вещий более тяжёлый положение быть поставить вусловие блокада состорона экстремист заявилпресссекретарь президент россия дмитрий песок песок заявить что действие который предпринимать власть самопровозгласить республика в какойтый степень можно понять речь идти ожизнь несколько миллион человек человек надовыживать заявить пресссекретарить президент рф также песок рассказать что хотя россия иметь определённый влияние на представитель донбасс ноий неруководить руководитель этот район принимать решение который считать целесообразный дляобеспечение жизнь этот регион послетогокаконь поставить втакий условие заявить песок напомнить ранее сообщаться что предприятие который находиться на территория оккупировать донбассаи подпадать под украинский юрисдикция перейти под внешний управление власть днрлнр с март год,1
29,президент украина пётр порошенко обвинить россия в конфискация украинский актив на неконтролируемый киев территория донбасс и предложить расширить санкция против тот кто стать новый собственник этот предприятие о это глава государство заявить на встреча с посол великобритания и польша март быть дефакто россия конфисковать актив украина на оккупировать территория что являться ещё один свидетельство факт оккупация российский федерация восток украина наряду с введение этот территория в рублёвый зона наряду с конфискация актив и передача они российский физический лицо наряду с подача туда газа и электроэнергия из россия введение бюджетный прямая траснферт это являться абсолютно чёткий подтверждение факт оккупация этот территория российский войско вместе с полный контроль государственный граница неконтролируемый участок войско российский федерация заявить порошенко также он отметить что именно россия нести ответственность за нарушение режим прекращение огонь за убийство украинский военный и украинский гражданский и за незаконный удержание заложник и у я отдельный просьба чтобы тот кто сегодня вступить в собственность конфисковать актив к он обязательно быть применить санкция за нарушение международный и украинский законодательство добавить порошенко ранее глава днр сообщить что внешний управление быть полностью ввести к вечер март национализация объявить как ответ угольный блокада донбасс который вести украинский активист читать также кремль не считать национализация отжим россия не считать отжим национализация предприятие украинский юрисдикция который находиться на территория днр и лнр,2
30,лидер самопровозгласить донецкий народный республика днр александр захарченко прокомментировать перехват свой переговоры киев посоветовать украинец привыкать к свой голос служба безопасность украина сбу утром среда опубликовать запись переговоры захарченко о истинный цель блокада донбасс радикал утверждаться что блокада якобы использоваться для национализация украинский предприятие на неподконтрольный киев территория комментировать это захарченко отметить что озвучить имя информация не являться засекретить следовательно перехват переговоры не открыть никакой новый правда также глава днр рекомендовать житель украина привыкать к свой голос передавать ранее лидер днр и лнр потребовать от киев снять блокада донбасс до март пригрозить в противный случай введение внешний управление на украинский предприятие в регион,2
31,житель непризнанный донецкий и луганский народный республика рад некоторые последствие торговый блокада донбасс но этот оценка не совсем ясный украинец который считать что днр и лнр сам не справиться с внешний управление украинский предприятие считать политобозреватель иван лизать плюс и минус национализация напомнить что с март налог с предприятие быть поступать непосредственно в бюджет республикработать на территория днр и не платить налог в республиканский казна игнорировать местный законодательство преступно и самонадеянно цитировать лизать при это лизать признать что риск тот что предприятие после национализация не выжить оставаться в то же время он полагать что российский специалист помочь донбасс переориентировать завод украинский эксперт в область энергетика дмитрий марунич полагать что весь быть не так просто как хотеться бы дончанин и луганчанин ведь в россия тоже капитализм конкурент не нужный российский капиталист и они они терпеть не быть уверенный он если процесс пойти до конец быть невесело не только в мариуполь с днепродзержинский но и в лднркапитализм не обмануть опасаться эксперт торговый блокада донбасс который призвать быть лишить днр и лнр источник финансирование мочь содействовать процветание республика но лишь при условие если быть решить непростой вопрос с логистика и сбытомвозможный тот же российский конкурент рассмотреть предложение инвестиция в завод тем самый увеличить свой конкурентоспособность киев остаться с ахметов на украина управленец понимать что киев большой потерять чем выиграть от такой положение вещий глава ммк имя илья юрий зинченко не уставать бить тревога руководство страна как и весь разумный человек понимать что торговый блокада донбасс разрушать экономика блокада убивать предприятие город будущее тысяча и тысяча украинский семья блокада железный дорога из разряд отраслевой проблема уже превратиться в реальный угроза энергетический безопасность украина обеспокоить и депутат рад мустафа найть по он мнение теперь за стол переговоры надо посадить не ситуативный политический союзник не партнероволигарх обеспечивать доступ к медиа и ресурс а общество судить по весь тема блокада быть крутиться до тот пора пока полностью не остановиться завод в мариуполь днепр и запорожье однако есть и другой вариант на который указывать киевский эксперт национализация завод олигарх ренат ахметов в днр и лнр повлечь за себя национализация предприятие ахметов и на подконтрольный киев территория так эксминистр жкх алексей кучеренко считать национализация дтэк логичный и даже называть она реприватизация такой образ киев мочь отыграться на немой потерять бюджетный поступление от завод в донбасс ранее депутат верховный рад от блок петра порошенко вадим денисенко отметить что империя ахметов ждать уничтожение,1
32,после объявить в так называть днр о национализация под контроль боевик перейти ряд предприятие который платить налог в госбюджет украина в частность интернетресурс сепаратист сообщать о х предприятие на который назначить временной администрация из представитель днр большинство предприятие подконтрольный украинский олигарх ринат ахметов приводить они список полностью филиал металлургический комплекс прао донецкстальметаллургический завод чао макеевкокс пао ясиновский коксохимический завод чао енакиевский металлургический завод макеевский филиал чао енакиевский металлургический завод пао харцызский трубный завод пао ер ликид чао енакиевский коксохимпром чао докучаевский флюсодоломитный комбинат пао концерн стирол пао донецккос чао комсомольский рудоуправление донецкий электотехнический завод прао донецкстальметаллургический завод донецк пао дтэк шахта комсомолец донбасс ооо моспинский упп чао цоф колосниковский ооо дтэк сервис ооо электроналадка арендный предприятие шахта имя аф засядько оп зуевский тэс ооо востокэнерго дтэк высоковольтный сеть дтэк пэсэнергоуголь дтэк донецкоблэнерго ооо инвест транс ооо росукртранс ооо тримоб пао укртелек ооо астелить ооо лайфселла ооо донецкий международный школа григорьевский ооо редакция газета донецкий новость ооо метинвестсмц ооо комплекс пушкинский корпорация межрегиональный промышленный союз пао украинский акционерный страховой аск пао пумба ооо линия ооо донбасс арен ооо отель донбасспалас ооо проект отель чао футбольный клуб шахтёр стб кирша чао люкс напомнить в днр и лнр начать национализировать украинский предприятие,9
33,днр и лнр фактически отторгнуть государство поэтому введение они внешний управление на украинский предприятие можно понять заявить пресссекретарить президент рф дмитрий песок я не думать что слово отжим здесь применимый мы являться свидетель тот что отторгнуть свой государство область попадать в ещё более тяжёлый положение быть в условие полный блокада с сторона экстремистский элемент поэтому конечно в какойтый степень можно понять тот действие руководство этот регион который отторгнуть свой государство речь идти о жизнь несколько миллион человек человек надо выживать заявить песок отвечать на вопрос о возможность открытие российский рынок для этот предприятие песок сказать что не располагать такой информация представитель кремль подчеркнуть что москва быть делать весь возможный для нормализация обстановка в регион однако она влияние не безгранично передавать риа новость,1
34,штаб блокада торговля с оккупировать донбасс знать о подготовка операция по силовой разгон она участник в то же время руководитель штаб выражать надежда что национальный гвардия и другой силовой структура не пойти на штурм сообщать диалог в пятница март два командир батальон донбасс анатолий виногродский представитель штаб блокада на прессконференция в киев сказать что он соратник на донбасс ожидать силовой действие с сторона национальный гвардия у мы есть информация что подразделение нацгвардия выдвигаться в направление наш редут отметить он однако виногродский выразить надежда что нацгвардия в ряд который служить много бывший участник украинский добробат на донбасс не пойти на силовой сценарий развитие событие также представитель штаб блокада сообщить что сегодня активист блокировать три железнодорожный линия в то время как линия счастие валуйки в луганский область пока ещё работать но вскоре также мочь быть заблокировать помимо это в план активист возможный блокирование весь автомобильный переход на линия разграничение напомнить активист с январь начать блокировать железный дорога в луганский и донецкий область под предлог пресечение торговля с оккупировать территория украина вскоре после это в лднр объявить о национализация украинский предприятие который не смочь выехать с подконтрольный боевик территория как ранее сообщаться нардеп семенченко назвать национализация в лднр цирк поскольку сепаратист провести отжим имущество на донбасс ещё в год когда захватывать власть при помощь силовик рф,2
